consumer_id energy producer_id
10034 1923 10080
10047 1813 10076
10061 1265 10021
10072 1937 10016
10028 1589 10025
10070 1015 10036
10031 1371 10050
10073 1749 10036
10007 1855 10008
10031 792 10047
10051 1482 10079
10025 1594 10023
10016 1437 10040
10001 1580 10084
10064 1599 10034
10028 1268 10048
10015 1039 10050
10054 1194 10022
10068 1245 10076
10058 1144 10069
10043 566 10018
10049 545 10065
10019 1331 10045
10041 697 10016
10008 1757 10028
10016 1244 10003
10016 1629 10003
10051 788 10039
10002 982 10038
10072 1436 10059
10047 1055 10072
10025 1979 10053
10007 523 10078
10011 1538 10019
10032 540 10001
10042 656 10001
10007 1671 10011
10013 1757 10016
10074 686 10017
10002 985 10026
10003 1054 10055
10026 1245 10009
10081 1283 10044
10072 1230 10060
10072 1606 10076
10077 973 10064
10022 1088 10026
10006 1430 10064
10032 1450 10025
10012 1588 10063
10045 543 10070
10045 762 10056
10011 764 10026
10058 1752 10003
10001 910 10021
10048 1574 10008
10041 1803 10012
10012 512 10042
10032 1282 10049
10068 1763 10024
10035 1160 10042
10013 1036 10040
10064 1510 10038
10007 1976 10070
10053 1311 10046
10063 658 10049
10045 870 10080
10004 801 10019
10031 648 10044
10069 624 10074
10027 1066 10060
10059 1819 10036
10052 1665 10043
10018 1211 10053
10020 1182 10009
10044 1544 10084
10073 1312 10045
10080 1344 10038
10041 1373 10033
10017 1009 10065
10003 713 10004
10065 1327 10039
10057 672 10056
10003 1552 10004
10080 932 10050
10043 1392 10054
10004 1645 10006
10025 611 10000
10055 1211 10012
10043 1659 10071
10043 1512 10065
10024 1134 10025
10039 1614 10024
10032 1200 10062
10064 512 10041
10039 1468 10073
10026 1259 10014
10003 1268 10041
10049 618 10022
10058 645 10061
10041 573 10026
10065 1690 10000
10018 1626 10073
10023 851 10045
10055 1280 10020
10008 1069 10032
10051 1131 10025
10081 1390 10070
10018 1186 10040
10054 1699 10028
10078 1956 10022
10056 1071 10079
10065 1912 10027
10040 819 10026
10033 1985 10076
10080 762 10010
10053 1261 10001
10065 1550 10061
10030 1714 10001
10051 520 10056
10052 887 10011
10068 1500 10083
10043 1803 10029
10030 645 10061
10070 1151 10029
10065 635 10057
10069 1777 10018
10051 1337 10048
10046 1352 10060
10082 1837 10080
10021 726 10016
10039 1583 10051
10045 901 10019
10065 1746 10054
10027 1374 10043
10043 1259 10011
10014 1674 10018
10023 1472 10026
10037 603 10059
10021 1007 10007
10009 1932 10069
10043 1802 10038
10067 1535 10016
10080 1515 10078
10080 1984 10047
10027 1907 10081
10049 1781 10022
10076 788 10025
10032 924 10036
10032 1444 10022
10015 560 10027
10034 981 10061
10028 1082 10029
10059 1449 10037
10006 1343 10008
10033 822 10067
10032 1291 10008
10035 1625 10081
10059 1261 10055
10019 543 10050
10033 1128 10014
10068 1882 10000
10052 541 10014
10036 1205 10084
10021 1101 10056
10014 1581 10059
10055 1146 10016
10029 1574 10040
10031 1633 10035
10075 1965 10039
10043 920 10031
10081 1821 10078
10013 1281 10020
10010 628 10021
10040 753 10066
10043 1210 10032
10045 1666 10048
10078 1454 10037
10013 1492 10030
10042 1645 10008
10010 1760 10072
10035 1304 10026
10077 1762 10049
10011 1903 10057
10076 1868 10043
10008 509 10048
10001 797 10074
10003 1216 10043
10013 1365 10044
10079 1324 10076
10060 1601 10083
10030 1619 10068
10035 583 10038
10005 1635 10036
10081 1249 10010
10077 1678 10018
10039 1104 10048
10071 1004 10024
10027 594 10077
10023 1264 10050
10030 1730 10009
10067 1963 10026
10065 1291 10016
10021 1656 10066
10049 1273 10006
10020 1070 10057
10035 1224 10012
10056 1024 10027
10028 743 10001
10073 1029 10038
10064 1824 10021
10029 1188 10014
10053 1289 10009
10043 650 10040
10022 1455 10050
10065 1299 10048
10075 1818 10056
10007 1250 10048
10019 1266 10055
10011 504 10010
10075 1161 10053
10051 536 10002
10011 1748 10008
10080 908 10010
10038 998 10002
10038 940 10042
10038 1854 10033
10017 750 10009
10028 1282 10035
10007 1737 10036
10063 968 10023
10044 1196 10013
10063 1116 10041
10047 1015 10001
10045 1712 10034
10032 1459 10021
10032 1447 10061
10079 1749 10053
10025 1690 10070
10040 1730 10078
10079 1605 10042
10035 1309 10000
10026 1420 10028
10005 1606 10023
10074 1392 10043
10048 1412 10002
10007 681 10069
10062 905 10043
10066 1614 10064
