consumer_id energy producer_id
10053 1561 10067
10026 880 10059
10014 1588 10055
10071 993 10038
10026 1548 10034
10059 1461 10082
10047 674 10036
10009 1383 10037
10081 1779 10011
10026 1693 10017
10004 1507 10054
10020 1613 10017
10071 1620 10000
10005 1320 10044
10000 866 10001
10033 992 10061
10062 1244 10030
10044 1050 10058
10017 1234 10075
10043 669 10016
10026 889 10027
10058 1562 10000
10058 567 10052
10038 1103 10080
10036 1168 10009
10057 1897 10048
10076 610 10032
10020 1670 10008
10071 788 10039
10022 1722 10043
10024 1412 10016
10069 1724 10070
10051 1831 10014
10042 1630 10029
10020 1332 10044
10035 1287 10055
10078 1543 10075
10015 1400 10051
10018 526 10058
10051 1593 10025
10044 669 10023
10013 1592 10079
10021 823 10083
10052 1999 10082
10031 1102 10044
10053 1290 10041
10028 1427 10007
10054 1674 10000
10034 1309 10049
10047 546 10041
10058 973 10043
10023 1040 10005
10050 1489 10052
10042 1143 10036
10053 610 10034
10008 912 10018
10021 1126 10056
10000 674 10021
10067 1654 10016
10083 1085 10016
10068 1492 10059
10072 1253 10038
10063 1146 10029
10069 1657 10010
10078 1801 10084
10056 1230 10031
10076 1296 10009
10065 1506 10040
10078 1995 10057
10007 881 10002
10038 1760 10044
10052 1140 10053
10048 1822 10028
10066 903 10023
10015 859 10012
10038 539 10019
10028 713 10037
10060 1897 10019
10054 582 10013
10042 1051 10064
10039 1927 10004
10080 1107 10014
10022 902 10033
10008 592 10083
10026 726 10009
10038 1764 10083
10071 1156 10080
10041 1139 10014
10031 528 10068
10076 1143 10072
10040 1635 10013
10007 1269 10036
10073 1459 10017
10070 656 10054
10017 838 10005
10027 1740 10023
10056 766 10002
10028 1526 10066
10055 1228 10036
10077 606 10003
10016 1413 10054
10043 1645 10037
10067 1359 10051
10052 610 10035
10073 1408 10057
10062 1142 10001
10058 715 10062
10008 1021 10018
10060 1694 10038
10041 1239 10079
10072 1482 10073
10001 1151 10069
10070 890 10000
10060 960 10000
10064 552 10073
10031 1531 10075
10044 1325 10069
10051 1671 10063
10080 1633 10018
10077 789 10076
10021 1917 10051
10006 639 10067
10028 1498 10044
10042 807 10065
10034 746 10024
10032 1787 10016
10084 1762 10067
10084 1082 10059
10003 1000 10056
10061 1917 10048
10010 973 10050
10028 1711 10053
10060 1961 10066
10080 1639 10031
10021 1724 10070
10044 1937 10045
10062 1404 10052
10061 510 10064
10083 1372 10054
10075 1614 10058
10033 1565 10043
10056 1069 10016
10010 630 10035
10009 1631 10078
10074 1130 10028
10009 1627 10010
10003 871 10023
10030 1659 10055
10073 627 10079
10071 993 10039
10034 1763 10084
10070 1204 10018
10048 1481 10000
10005 1060 10073
10003 924 10063
10080 1334 10040
10008 1214 10060
10047 1246 10068
10015 1614 10058
10016 1227 10029
10058 1827 10065
10004 1947 10084
10034 515 10024
10066 1842 10069
10008 1579 10027
10040 1005 10005
10054 1152 10053
10071 799 10060
10054 1620 10021
10056 1115 10040
10082 1398 10009
10059 1531 10060
10049 1933 10076
10013 1542 10019
10001 1374 10074
10001 518 10073
10035 1169 10075
10007 1455 10034
10079 864 10039
10041 1769 10061
10019 1007 10044
10056 1087 10057
10052 820 10076
10048 658 10007
10003 653 10019
10075 681 10023
10015 864 10074
10080 1699 10031
10026 1950 10009
10033 1343 10083
10082 1258 10056
10071 1792 10055
10024 737 10052
10023 1517 10017
10018 723 10068
10077 500 10051
10024 763 10004
10039 1235 10031
10037 1118 10003
10079 1297 10073
10072 1698 10000
10048 1939 10043
10054 919 10040
10055 1709 10050
10022 1360 10004
10030 741 10065
10011 845 10062
10067 1549 10006
10051 617 10042
10080 1879 10074
10015 944 10021
10015 700 10060
10059 824 10054
10055 1823 10056
10083 598 10054
10067 779 10061
10054 856 10048
10011 1331 10039
10059 1630 10047
10031 1187 10025
10016 1535 10044
10031 1879 10038
10054 1817 10041
10023 1182 10057
10074 683 10004
10068 561 10002
10071 731 10003
10001 1437 10069
10067 646 10050
10007 1338 10061
10016 1702 10007
10072 1582 10029
10013 610 10050
10030 851 10005
10063 1933 10068
10021 1690 10011
10024 1411 10032
10028 543 10043
10078 1676 10064
10001 1923 10027
10014 1834 10007
10053 1310 10006
10079 1100 10039
10053 1755 10060
10025 1588 10013
10017 569 10071
10068 1141 10065
10059 1312 10000
10012 1476 10019
10028 779 10067
10059 1202 10042
10071 1079 10032
10030 742 10031
10076 1041 10062
10035 1639 10081
10013 1686 10022
10008 1558 10000
10073 945 10034
10014 1783 10042
10078 971 10079
10011 1939 10071
10020 1596 10031
10024 551 10020
10067 782 10070
10058 980 10010
10020 536 10069
10009 1423 10070
10017 1131 10029
10067 929 10016
10043 822 10037
10010 1342 10019
10040 914 10068
10052 973 10022
10075 1815 10057
10039 1317 10020
10074 1026 10024
10040 1006 10030
10038 908 10075
10036 1324 10050
10051 1693 10081
10033 881 10038
10010 990 10024
10077 586 10020
10072 885 10042
10055 1454 10073
10064 1506 10009
10032 1757 10029
10018 1503 10044
10055 950 10038
10014 973 10003
10081 1920 10042
10013 1858 10083
10054 754 10048
10043 1237 10052
10003 1703 10076
10016 1159 10059
10060 1739 10008
10042 1448 10002
10052 1698 10081
10003 1958 10062
10052 1352 10035
10044 647 10065
10042 1565 10041
10034 605 10084
10050 1006 10017
10079 979 10003
10028 1146 10072
10029 734 10007
10010 682 10082
10072 1793 10076
10065 1154 10009
10076 1811 10077
10042 1291 10062
10047 1701 10036
10052 1324 10069
10065 1971 10012
10000 913 10045
10082 1465 10052
10041 1600 10071
10032 1538 10061
10084 1101 10063
10030 1241 10073
10070 630 10013
10066 1365 10012
10054 1546 10079
10044 1765 10073
10077 1018 10078
10039 1340 10027
10023 1549 10024
10051 1772 10050
10021 1507 10015
10041 1443 10078
10012 1677 10081
10057 605 10014
10063 1989 10032
10071 1530 10082
10032 1308 10012
10054 538 10076
10067 639 10081
10073 1579 10015
10078 1044 10064
10042 961 10019
10064 1628 10002
10057 1789 10014
10020 1245 10044
10066 1505 10044
10081 1944 10066
10083 1858 10048
10053 1362 10023
10032 1494 10015
10034 849 10020
10037 1030 10031
10061 785 10013
10061 725 10065
10006 617 10017
10048 1759 10002
10062 1965 10064
10070 948 10069
10001 1916 10059
10040 1428 10018
10021 749 10018
10051 1086 10054
10042 1238 10072
10036 1025 10073
10000 891 10024
10066 1240 10021
10017 1390 10067
10001 1902 10026
10032 1167 10034
10029 959 10058
10018 1944 10060
10018 1119 10071
10010 667 10009
10051 1683 10071
10043 1575 10000
10084 687 10002
10026 996 10071
10001 1383 10077
10073 1432 10074
10015 982 10026
10047 1932 10062
10016 1543 10030
10079 1268 10063
10029 1731 10025
10068 1311 10018
10077 1996 10078
10040 1092 10075
10068 589 10037
10008 1145 10058
10054 918 10032
10047 1288 10008
10068 1645 10021
10020 736 10061
10014 1962 10019
10019 1986 10023
10042 1673 10048
10021 1716 10016
10033 672 10052
10026 1932 10067
10004 875 10063
10049 1206 10039
10081 1108 10064
10020 1434 10026
10006 870 10035
10015 954 10076
10005 1261 10051
10050 820 10058
10036 1827 10064
10048 1917 10078
10077 798 10043
10010 1610 10075
10026 661 10036
10009 1591 10010
10076 1092 10038
10069 1125 10041
10032 1518 10024
10083 1949 10044
10031 1948 10063
10049 1533 10002
10014 1971 10067
10075 1566 10018
10084 506 10015
10013 1205 10039
10011 776 10004
10037 1635 10077
10023 812 10011
10017 1375 10029
10052 1497 10081
10044 1296 10074
10038 767 10024
10083 1164 10023
10023 1505 10073
10018 1763 10057
10035 1788 10000
10006 1314 10041
10038 971 10027
10000 1685 10033
10080 1388 10000
10009 1683 10018
10070 740 10047
10073 1196 10041
10076 1391 10082
10002 1640 10079
10082 1264 10060
10037 1088 10004
10000 992 10026
10035 661 10008
10046 1105 10011
10063 1018 10008
10006 521 10037
10004 1019 10060
10029 1959 10062
10052 1651 10077
10003 1102 10000
10067 649 10016
10011 1683 10083
10070 653 10047
10060 673 10017
10037 1493 10007
10024 1219 10054
10027 1160 10001
10041 1858 10048
10022 1951 10069
10037 1991 10023
10048 1800 10066
10027 605 10006
10076 1787 10040
10051 857 10056
10073 1618 10028
10069 789 10071
10028 959 10049
10048 1506 10081
10031 1304 10030
10072 663 10071
10014 697 10029
10001 1629 10034
10013 1062 10014
10038 1228 10007
10071 608 10017
10030 654 10028
10079 1727 10022
10011 1534 10037
10039 699 10069
10021 1106 10046
10044 644 10074
10069 1310 10021
10073 1314 10005
10005 1515 10013
10010 707 10014
10031 1340 10032
10066 1228 10056
10050 960 10070
10033 1226 10075
10055 1117 10043
10065 1494 10076
10006 1924 10017
10016 1246 10071
10047 1679 10010
10031 1220 10002
10073 1977 10027
10007 632 10033
10078 1527 10052
10026 1633 10049
10035 1031 10056
10018 558 10036
10078 783 10061
10073 1586 10058
10031 1522 10016
10004 1692 10027
10046 1439 10063
10083 847 10045
10061 1793 10024
10020 817 10061
10018 695 10062
10017 1443 10059
10072 1677 10062
10046 1564 10019
10078 1456 10032
10057 876 10077
10015 1843 10066
10006 894 10057
10035 1827 10028
10022 1068 10083
10064 1417 10079
10063 997 10027
10005 733 10082
10043 500 10031
10032 1871 10081
10042 1160 10059
10032 638 10008
10027 976 10019
10025 1280 10080
10067 1695 10028
10078 610 10003
10069 1067 10012
10001 1393 10022
10026 1914 10046
10014 801 10056
10048 1823 10058
10024 518 10076
10058 891 10041
10046 804 10077
10053 1355 10078
10070 727 10032
10040 1840 10069
10063 539 10059
10016 1499 10037
10024 1242 10042
10007 887 10039
10037 1684 10055
10052 1900 10003
10029 903 10074
10058 706 10027
10054 1331 10071
10038 1533 10056
10012 1920 10062
10020 530 10083
10056 566 10044
10027 1745 10024
10032 1536 10069
10062 1050 10078
10060 1673 10065
10036 1596 10049
10046 990 10061
10042 1947 10067
10061 790 10068
10065 1861 10071
10046 741 10063
10046 1559 10018
10010 1906 10042
10015 657 10040
10007 1152 10063
10033 1025 10047
10070 1813 10034
10047 591 10022
10036 1500 10055
10082 923 10044
10010 1331 10002
10061 1940 10020
10017 716 10077
10072 1323 10031
10021 1897 10015
10011 1484 10054
10045 1266 10042
10050 1121 10074
10032 1645 10012
10055 1770 10042
10035 976 10068
10064 1666 10072
10069 1134 10022
10028 1811 10038
10021 550 10014
10016 516 10052
10033 1470 10032
10081 1230 10080
10072 1414 10007
10013 1930 10005
10032 1362 10006
10004 946 10079
10051 566 10047
10030 843 10021
10066 1204 10050
10075 1701 10062
10034 1020 10054
10026 1765 10076
10034 1459 10069
10040 1033 10053
10022 913 10032
10023 1667 10027
10044 1512 10078
10042 1750 10060
10004 1040 10054
10070 1279 10043
10007 1918 10061
10071 1553 10064
10071 1141 10034
10039 1686 10038
10031 731 10028
10025 1389 10068
10073 1109 10083
10072 1229 10053
10050 941 10034
10084 654 10056
10051 546 10056
10063 1310 10067
10010 1178 10026
10036 1110 10071
10043 1831 10062
10055 1113 10062
10001 1465 10019
10034 1711 10017
10080 1343 10028
10051 1505 10021
10019 1409 10044
10030 580 10037
10068 1572 10001
10018 1018 10053
10031 1953 10063
10043 1397 10032
10026 1231 10047
10014 583 10019
10013 1958 10050
10070 1634 10048
10067 560 10009
10068 977 10045
10059 1304 10073
10027 1594 10001
10000 1765 10007
10009 948 10032
10002 1843 10037
10047 823 10014
10051 1416 10056
10018 819 10001
10070 1603 10047
10040 1425 10018
10050 1171 10066
10057 1591 10015
10005 1822 10002
10013 1062 10062
10058 1495 10036
10029 660 10080
10043 1040 10014
10062 708 10046
10072 1754 10031
10068 1725 10022
10035 845 10074
10051 1707 10041
10047 1291 10044
10028 1215 10023
10080 799 10021
10075 1929 10023
10052 1780 10025
10076 1302 10017
10067 1652 10068
10082 1236 10027
10058 1793 10005
10072 968 10007
10058 670 10070
10003 1047 10053
10010 1012 10054
10031 946 10060
10064 1045 10035
10053 1635 10002
10040 1785 10059
10015 763 10013
10078 504 10009
10032 501 10072
10064 1260 10046
10017 1758 10019
10068 502 10017
10045 823 10004
10072 1431 10032
10061 1550 10009
10060 1816 10052
10069 1753 10043
10020 907 10084
10048 1592 10068
10012 1661 10045
10037 1032 10014
10005 1566 10077
10016 641 10017
10063 1556 10016
10049 1204 10018
10065 1872 10030
10065 1305 10038
10053 1665 10051
10039 585 10067
10054 1019 10013
10025 1564 10042
10009 1085 10054
10017 1960 10084
10030 1182 10005
10022 1422 10017
10031 740 10057
10056 1876 10019
10038 510 10013
10060 1130 10021
10082 1585 10032
10015 793 10006
10023 1264 10067
10032 1934 10000
10012 1023 10010
10065 1394 10026
10016 1439 10044
10053 901 10073
10030 1092 10025
10015 1241 10052
10040 1367 10049
10024 839 10063
10051 1108 10013
10018 594 10078
10067 740 10065
10023 1211 10039
10066 1040 10075
10002 1101 10043
10034 1952 10049
10059 1062 10066
10039 1042 10014
10012 1348 10072
10042 1527 10062
10052 1915 10029
10014 1798 10056
10070 1967 10080
10061 1954 10002
10075 1015 10003
10083 1512 10073
10012 668 10029
10030 810 10041
10075 1398 10023
10080 1747 10047
10077 1007 10027
10049 1628 10053
10029 850 10061
10007 1180 10015
10076 847 10041
10061 1328 10033
10077 724 10003
10079 731 10057
10047 1959 10022
10047 1129 10003
10002 1529 10049
10039 1424 10078
10084 763 10013
10058 1912 10005
10050 1874 10027
10083 1536 10084
10056 648 10030
10058 709 10067
10008 874 10037
10069 988 10036
10029 797 10070
10064 1711 10058
10046 1318 10050
10025 1778 10073
10069 1794 10039
10044 1525 10049
10065 822 10049
10065 1635 10005
10042 973 10050
